conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,Physiker/Physikerin,released,Theoretische Physikerin | Strahlenphysikerin | Festkörperphysiker | Kernphysiker | Experimentalphysiker | Nanophysiker | Mathematische Physikerin | Quantenphysikerin | Quantenphysiker | Physiker | Atomphysiker | Festkörperphysikerin | Strahlenphysiker | Wirtschaftsphysiker | Experimentalphysikerin | Molekularphysikerin | Mathematischer Physiker | Kernphysikerin | Halbleiterphysikerin | Wirtschaftsphysikerin | Nanophysikerin | Thermodynamik-Physikerin | Biophysikerin | Astrophysikerin | Biophysiker | Astrophysiker | Medizinphysiker | Physikerin | Geophysiker | Medizinphysikerin | Halbleiterphysiker | Geophysikerin | Molekularphysiker | Theoretischer Physiker | Atomphysikerin | Thermodynamik-Physiker,"Physiker/Physikerinnen sind Wissenschaftler, die physikalische Erscheinungen untersuchen. Ihr Forschungsschwerpunkt richtet sich nach ihrer Spezialisierung, die von der Teilchenphysik bis hin zur Erforschung von Phänomenen im Universum reichen kann. Sie wenden ihre Ergebnisse zum Vorteil der Gesellschaft an, indem sie zur Entwicklung von Energieversorgungsquellen, Behandlung von Krankheiten, Spielentwicklung, modernster Ausrüstung und Alltagsgegenständen beitragen.",http://data.europa.eu/esco/isco/C2111,Physiker und Astronomen
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,Paläontologe/Paläontologin,released,Paläontologe | Paläontologin,"Paläontologe/Paläontologinnen erforschen und analysieren Lebensformen, die in der geologischen Vergangenheit auf der Erde existiert haben. Sie sind bestrebt, für alle Arten früherer Organismen die Evolutionsgeschichte und die Interaktion mit verschiedenen geologischen Gebieten zu bestimmen, z. B. für Pflanzen, Pollen und Sporen, wirbellose Tiere, Wirbeltiere und Menschen. Sie untersuchen z. B. Fußabdrücke und erforschen Ökologie und Klima.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geologe/Geologin
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,Mineraloge/Mineralogin,released,Mineralogin | Mineraloge,"Mineraloge/Mineraloginnen untersuchen die Zusammensetzung, die Struktur und andere physikalische Aspekte der Erde. Sie analysieren verschiedene Mineralien und verwenden wissenschaftliche Ausrüstung, um die Struktur und Eigenschaften der Materialien zu bestimmen. Ihre Arbeit konzentriert sich hauptsächlich auf die Klassifizierung und Identifizierung von Mineralien durch Probenahmen und die Durchführung weiterer Tests, Analysen und Untersuchungen.",http://data.europa.eu/esco/isco/C2114,Geologen und Geophysiker
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,Ökologe/Ökologin,released,Sozialökologin | Landschaftsökologe | Ökologe | Sozialökologe | Landschaftsökologin | Ararökologin | Umweltökologin | Umweltökologe | Ökologin | Agrarökologe,"Ökologen/Ökologinnen bewerten die Gesundheit und die Verteilung von Organismen, d. h. von Menschen, Pflanzen und Tieren, sowie die Beziehungen zwischen Organismen und ihrer Umgebung. Ökologen/Ökologinnen verfügen in der Regel über eine Spezialisierung, z. B. auf Süßwasser-, Meeres- und Landfauna und -flora, in der sie forschen und Aufgaben wahrnehmen. ",http://data.europa.eu/esco/isco/C2133,Umweltwissenschaftler
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,Hochschullehrkraft für Raumfahrtforschung,released,ProfessorIn für Raumfahrtforschung | Hochschuldozentin für Astrophysik | UniversitätslehrerIn für Raumfahrtforschung | Lehrbeauftragte/r für Weltraumforschung | Hochschuldozent für Astrophysik,"Hochschullehrkräfte für Raumfahrtforschung sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Raumfahrtforschung, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem Gebiet der Raumfahrtforschung Forschungsarbeiten durch, veröffentlichen die gewonnenen Erkenntnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,Ingenieur Mikroelektronik/Ingenieurin Mikroelektronik,released,Ingenieurin Mikroelektronik | Ingenieur Mikroelektronik,"Ingenieure Mikroelektronik/Ingenieurinnen Mikroelektronik gestalten, entwickeln und beaufsichtigen die Herstellung von elektronischen Kleingeräten und Bauteilen, z. B. Mikroprozessoren und integrierte Schaltkreise.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Ingenieur Elektronik/Ingenieurin Elektronik
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,Hochschullehrkraft für Sozialarbeit,released,Universitätslehrer für Soziale Arbeit | UniversitätsprofessorIn für Sozialarbeit | Dozent/in für Sozialarbeit | Universitätslehrerin für Soziale Arbeit,"Hochschullehrkräfte für Sozialarbeit sind Fachkräfte mit einer dualen Funktion: einerseits praktizieren sie die akademische Disziplin, die Sozialdienstleistungen (z. B. Beratung, Therapie oder Fürsprache) für Einzelne oder Gruppen erbringt, und andererseits sind sie Lehrkräfte, die auch forschen und Wissen entwickeln, zu Lösungen für komplexe gesellschaftliche Probleme beitragen und innovative Ansätze zur Verbesserung der Lage entwickeln. Sie vermitteln Kenntnisse in Sozialarbeit und Fertigkeiten und Werte, um die Studierende auf eine kulturell kompetente Tätigkeit in einem von Vielfalt geprägten Umfeld vorzubereiten.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,Ingenieur Computer-Hardware/Ingenieurin Computer-Hardware,released,Ingenieur Computer-Hardware | Ingenieurin Computer-Hardware,"Ingenieure Computer-Hardware/Ingenieurinnen Computer-Hardware gestalten und entwickeln Hardwaresysteme und -teile, z. B. Leiterplatten, Modems und Drucker. Sie entwerfen technische Pläne und Montagezeichnungen, entwickeln und testen die Prototypen und überwachen den Produktionsprozess.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Ingenieur Elektronik/Ingenieurin Elektronik
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,Hochschullehrkraft für Anthropologie,released,Hochschullehrerin für Anthropologie | Universitätslehrerin für Anthropologie | ProfessorIn für Anthropologie | Dozent/in für Anthropologie | Universitätslehrkraft für Anthropologie | Hochschullehrer für Anthropologie | Universitätslehrer für Anthropologie,"Hochschullehrkräfte für Anthropologie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Anthropologie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Anthropologie-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,Thanatologe/Thanatologin,released,Thanatologin | Sterbeforscherin | Thanatologe | Wissenschaftler Thanatologie | Forscher Thanatologie | Forscherin Thanatologie | Sterbeforscher | Wissenschaftlerin Thanatologie,"Thanatologen erforschen die Themen Tod und Sterben in verschiedenen wissenschaftlichen Disziplinen wie Psychologie, Soziologie, Physiologie und Anthropologie. Sie erweitern das Wissen über verschiedene Aspekte des Todes, z. B. die psychischen Erfahrungen des Sterbenden und der ihn umgebenden Personen.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,Hochschullehrkraft für Lebensmittelwissenschaften,released,Professorin für Lebensmittelwissenschaften | Wissenschaftlicher Mitarbeiter für Lebensmittelwissenschaften | Professor für Lebensmittelwissenschaften | Universitätsassistent/in für Lebensmittelwissenschaften | DozentIn für Lebensmittelwissenschaften | Wissenschaftliche Mitarbeiterin für Lebensmittelwissenschaften,"Hochschullehrkräfte für Lebensmittelwissenschaften sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, den Lebensmittelwissenschaften, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem Gebiet der Lebensmittelwissenschaften Forschungsarbeiten durch, veröffentlichen die gewonnenen Erkenntnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,Volkswirtschaftler/Volkswirtschaftlerin,released,Wirtschaftsphysiker | Wirtschaftsforscherin | Volkswirtschaftler | Wirtschaftsforscher | Volkswirtin | Wirtschaftswissenschaftler | Ökonometriker | Ökonomin | Wirtschaftswissenschaftlerin | Volkswirtschaftlerin | Wirtschaftsphysikerin | Ökonom | Ökonometrikerin | Betriebswirtin | Wirtschaftsexpertin | Volkswirt | Wirtschaftsexperte | Betriebswirt,"Volkswirtschaftler führen Forschungsarbeiten durch und entwickeln Wirtschaftstheorien für mikroökonomische oder makroökonomische Analysen. Sie untersuchen Trends, analysieren statistische Daten und verwenden in gewissem Umfang mathematische Wirtschaftsmodelle, um Unternehmen, Regierungen und damit verbundene Einrichtungen zu beraten. Sie bieten Beratung zu Themen wie Machbarkeit von Produkten, Trendprognosen, aufstrebenden Märkten, Steuerpolitik und Verbrauchertrends.",http://data.europa.eu/esco/isco/C2631,Volkswirtschaftler
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,Hochschullehrkraft für Literaturwissenschaft,released,Lehrbeauftragte/r für Literaturwissenschaft | Universitätslehrer für Literaturwissenschaft | DozentIn für vergleichende Literaturwissenschaft | Universitätslehrerin für Literaturwissenschaft | Ordinaria für allgemeine Literaturwissenschaft | Professor/in für angewandte Literaturwissenschaft | Ordinarius für allgemeine Literaturwissenschaft,"Hochschullehrkräfte für Literaturwissenschaft sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Literaturwissenschaft, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Literatur-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,Facharzt/Fachärztin,released,Fachärztin | Facharzt,Fachärzte/Fachärztinnen beugen Krankheiten vor und diagnostizieren und behandeln Krankheiten entsprechend ihrer medizinischen oder chirurgischen Spezialisierung.,http://data.europa.eu/esco/isco/C2212,Fachärzte
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,Hochschullehrkraft für Geschichte,released,Hochschullehrerin für Alte Geschichte | Universitätslehrkraft für Geschichte | Professor/in für Geschichte | DozentIn für Geschichte | Hochschullehrer für Alte Geschichte | Universitätslehrerin für moderne Geschichte | Universitätslehrer für Mittelalterliche Geschichte,"Hochschullehrkräfte für Geschichte sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Geschichte, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Geschichte Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,Museologe/Museologin,released,Museumskuratorin | Museumswissenschaftler | Museologe | Museumswissenschaftlerin | Museologin | Museumskurator,"Museologen/Museologinnen übernehmen und/oder leiten die kuratorischen, vorbereitenden und verwaltungstechnischen Arbeiten in allgemeinen Museen, botanischen Gärten, Kunstgalerien, Sammlungen für bildende Kunst, Aquarien oder ähnlichen Einrichtungen. Sie leiten Sammlungen natürlicher, historischer und anthropologischer Materialien zu pädagogischen, wissenschaftlichen oder ästhetischen Zwecken.
	",http://data.europa.eu/esco/isco/C2621,Archiv- und Museumswissenschaftler
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,Mikrobiologe/Mikrobiologin,released,Analystin für Mikrobiologie | Forscher für Mikrobiologie | Forscherin für Mikrobiologie | Mikrobiologin | Analyst für Mikrobiologie | Mikrobiologe,"Mikrobiologen/Mikrobiologinnen untersuchen und erforschen die Lebensformen, Merkmale und Prozesse mikroskopischer Organismen. Sie untersuchen Mikroorganismen wie Bakterien, Protozoen, Pilze usw., um die möglichen Auswirkungen dieser Mikroorganismen auf Tiere, die Umwelt und in der Lebensmittel- oder Gesundheitsbranche festzustellen und auszugleichen.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,Linguist/Linguistin,released,Computerlinguistin | Linguist | Sprachwissenschaftler | Sprachwissenschaftlerin | Linguistin | Computerlinguist,"Linguisten erforschen Sprachen mit wissenschaftlichen Methoden. Sie beherrschen Sprachen und können sie anhand ihrer grammatikalischen, semantischen und klanglichen Merkmale deuten. Sie erforschen die Entwicklung der Sprache und die Art und Weise, wie sie von Gesellschaften verwendet werden.",http://data.europa.eu/esco/isco/C2643,"Übersetzer, Dolmetscher und andere Linguisten"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,Ingenieur Mechatronik/Ingenieurin Mechatronik,released,Ingenieur Mechatronik | Ingenieurin Mechatronik,"Ingenieure Mechatronik/Ingenieurinnen Mechatronik konzipieren und entwickeln intelligente Systeme wie Robotergeräte, intelligente Haushaltsgeräte und Flugzeuge, indem sie mechanische, elektronische, informatische und steuerungstechnische Technologien zusammenführen. Sie erstellen technische Pläne oder Entwurfsunterlagen für Teile, Baugruppen oder Fertigprodukte anhand von Software und überwachen und verwalten Projekte.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,Maschinenbauingenieur/Maschinenbauingenieurin
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,Optikingenieur/Optikingenieurin,released,Optikingenieur | Optikingenieurin,"Optikingenieure/Optikingenieurinnen planen und entwickeln verschiedene industrielle Optik-Anwendungen. Sie verfügen über Kenntnisse von Licht, Lichtübertragungsgrundsätzen und Optik, um die technischen Spezifikationen von optischen Geräten wie Mikroskopen, Objektiven und Teleskopen zu gestalten.",http://data.europa.eu/esco/isco/C2149,"Ingenieure, anderweitig nicht genannt"
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,Statistiker/Statistikerin,released,Finanzstatistikerin | Landwirtschaftsstatistiker | Wahlstatistikerin | Bildungsstatistikerin | Wirtschaftsstatistiker | Versicherungsstatistikerin | Statistiker | Physikstatistiker | Statistikerin | Landwirtschaftsstatistikerin | Gesundheitsstatistikerin | Bildungsstatistiker | Wirtschaftsstatistikerin | Gesellschaftsstatistikerin | Bevölkerungsstatistiker | Schulstatistikerin | Physikstatistikerin | Gesellschaftsstatistiker | Bevölkerungsstatistikerin | Vermessungsstatistiker | Versicherungsstatistiker | Finanzstatistiker | Gesundheitsstatistiker | Vermessungsstatistikerin | Schulstatistiker | Wahlstatistiker,"Statistiker/Statistikerin erheben, erfassen und analysieren vor allem quantitative Informationen aus einer Vielzahl von Bereichen. Sie analysieren statistische Studien zu Bereichen wie Gesundheit, Demografie, Finanzen, Wirtschaft und stützen sich dabei auf Muster und Analysen.",http://data.europa.eu/esco/isco/C2120,"Mathematiker, Versicherungsmathematiker und Statistiker"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,Anthropologe/Anthropologin,released,Rechtsanthropologin | Biologische Anthropologin | Historische Anthropologin | Theologische Anthropologin | Volkskundlerin | Historischer Anthropologe | Industrieanthropologe | Anthropologe | Sozial- und Kulturanthropologe | Rechtsanthropologe | Industrieanthropologin | Theologischer Anthropologe | Volkskundler | Sozial- und Kulturanthropologin | Philosphischer Anthropologe | Anthropologin | Forensische Anthropologin | Philosphische Anthropologin | Forensischer Anthropologe | Biologischer Anthropologe,"Anthropologen erforschen alle Aspekte des Lebens von Menschen. Sie untersuchen die verschiedenen Zivilisationen, die im Laufe der Zeit bestanden haben, und erforschen ihre Organisationsformen. Sie bemühen sich, die materiellen, gesellschaftlichen, sprachlichen, politischen, wirtschaftlichen, philosophischen und kulturellen Aspekte verschiedener Gemeinschaften zu analysieren. Ziel ihrer Studien ist es, die Vergangenheit der Menschheit zu verstehen und zu beschreiben und aktuelle gesellschaftliche Probleme zu lösen. Sie betrachten diese Themen aus verschiedenen Perspektiven, beispielsweise aus Sicht der philosophischen Anthropologie.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,Hochschullehrkraft für Philosophie,released,Hochschulassistent/in für Philosophie | ProfessorIn für Philosophie | Wissenschaftliche Mitarbeiterin für Philosophie | Wissenschaftlicher Mitarbeiter für Philosophie | LehrbeauftragteR für Philosphie | Dozent/in für Philosophie,"Hochschullehrkräfte für Philosophie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Philosophie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Philosophie-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,Ingenieur Optomechanik/Ingenieurin Optomechanik,released,Ingenieur Optomechanik | Ingenieurin Optomechanik,"Ingenieure Optomechanik/Ingenieurinnen Optomechanik gestalten und entwickeln optomechanische Systeme, Geräte und Teile, z. B. optische Spiegel und Tubus-Adapter. Die Optomechanik vereint technische Optik und Maschinenbau, um diese Systeme und Geräte zu gestalten. Ingenieure /Ingenieurinnen Optomechanik führen Forschungsarbeiten durch, führen Analysen durch, testen die Geräte und überwachen die Forschung.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,Maschinenbauingenieur/Maschinenbauingenieurin
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,Biometriker/Biometrikerin,released,Biometriker | Biometrikerin,"Biometriker führen Forschungsarbeiten im Bereich der Biometrik durch. Sie führen statistische oder biologische Forschungsarbeiten durch, indem sie Fingerabdrücke, Netzhäute und Körperformen für medizinische oder industrielle Anwendungen erfassen und analysieren.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,Statistiker/Statistikerin
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,Energieingenieur/Energieingenieurin,released,Energieingenieur | Energietechnikingenieur | Energietechnikingenieurin | Energieingenieurin,"Energieingenieur/Energieingenieurinnen entwerfen neue, effiziente und saubere Wege zur Energieerzeugung, -umwandlung und -verteilung von Energie, um die ökologische Nachhaltigkeit und die Energieeffizienz zu verbessern. Sie gewinnen Energie aus natürlichen Ressourcen wie Öl oder Gas und aus erneuerbaren Energiequellen wie Wind- oder Sonnenenergie. ",http://data.europa.eu/esco/isco/C2149,"Ingenieure, anderweitig nicht genannt"
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,Hochschullehrkraft mit Spezialisierung im Gesundheitsbereich,released,Lehrkraft für Dietätik | Wissenschaftlicher Mitarbeiter für Gesundheitspflege | Lehrbeauftragter für Krankenpflege | Assistent/in für Geriatrie | DozentIn für Pathologie | Lehrbeauftragte für Krankenpflege | Spezialist/in für Onkologie | Wissenschaftliche Mitarbeiterin für Gesundheitspflege,"Hochschullehrkräfte mit Spezialisierung im Gesundheitsbereich sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen und oft Ärzte/Ärztinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet des Gesundheitsbereichs Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,Immunologe/Immunologin,released,Allergologe | Infektiologin | Immunologin | Allergologin | Immunbiologin | Immunbiologe | Immunologe | Infektiologe,"Immunologen/Immunologinnen erforschen das Immunsystem lebender Organismen (z. B. des menschlichen Körpers) und die Reaktion des Immunsystems sauf externe Infektionen oder invasive schädliche Erreger (z. B. Viren, Bakterien, Parasiten). Sie konzentrieren ihre Forschung auf Krankheiten, die sich auf die Immunologie lebender Organismen auswirken, um sie für Behandlungszwecke zu qualifizieren.",http://data.europa.eu/esco/isco/C2131,"Biologen, Botaniker, Zoologen und verwandte Berufe"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,Hochschullehrkraft für Rechtswissenschaften,released,Dozent für Gesellschaftsrecht | Lehrbeauftragte für internationales Recht | Dozentin für Sozialrecht | UniversitätsassistentIn für Bürgerliches Recht | Lehrbeauftragter für Privatrecht | WissenschaftlicheR MitarbeiterIn für Europarecht,"Hochschullehrkräfte für Rechtswissenschaften sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, den Rechtswissenschaften, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Rechtswissenschaften Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,Epidemiologe/Epidemiologin,released,Epidemiologin | Epidemiologe,"Epidemiologe/Epidemiologinnen konzentrieren ihre Forschung auf den Ursprung und die Ursachen für den Ausbruch von Krankheiten beim Menschen. Sie bestimmen die Art und Weise, wie Krankheiten verbreitet werden, und schlagen den zuständigen Behörden Risikominderungsmaßnahmen vor.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,Seismologe/Seismologin,released,Seismologe | Seismologin,"Seismologe/Seismologinnen untersuchen die Bewegungen tektonischer Platten auf der Erde, durch die seismische Wellen und Erdbeben ausgelöst werden. Sie untersuchen und beobachten die verschiedenen Phänomene, die Erdbeben verursachen, z. B. Vulkanismus, atmosphärische Phänomene oder das Verhalten der Ozeane. Sie legen ihre wissenschaftlichen Beobachtungen vor, um Gefahren im Bauwesen und in der Infrastruktur zu vermeiden.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geologe/Geologin
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,Geograf/Geografin,released,Physiogeograf | Physiogeografin | Humangeograf | Humangeografin | Anthropogeograf | Geografin | Wirtschaftsgeograf | Wirtschaftsgeografin | Geograf | Anthropogeografin,"Geografen sind Gelehrte, die die Geografie des Menschen und der Erde erforschen. Je nach Spezialisierung untersuchen sie im Rahmen der Geografie des Menschen politische, wirtschaftliche und kulturelle Aspekte. Darüber hinaus erforschen sie im Rahmen der physischen Geografie Landschaften, Böden, natürliche Grenzen und Gewässer.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
