conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6caaeece-8a4a-44b3-bc78-d9687676c015,skill/competence,sector-specific,traumatisierte Kinder unterstützen,,,released,2020-06-17T16:39:37.61Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Betreuen von traumatisierten Kindern, Ermitteln ihrer Bedürfnisse und Fördern ihrer Rechte, ihrer Inklusion und ihres Wohlergehens.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cad4013-3055-47ba-8316-0720e1a55256,skill/competence,sector-specific,technischen Entwurf für ein Soundsystem anfertigen,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Einrichten, Testen und Bedienen eines komplexen Audiosystems auf der Grundlage eines Soundkonzepts. Dabei könnte es sich um eine ständige oder eine vorübergehende Einrichtung handeln."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb07eb8-8fa2-4e77-997b-85507e09405d,skill/competence,occupation-specific,Umgebung während des Schornsteinfegevorgangs schützen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Verwenden von Schutzmethoden und -materialien, um die Umgebung des Kamins (Zugang und Boden) vor und während des Schornsteinfegevorgangs sauber zu halten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb81eb8-4c8b-4612-b60d-0ac04802cf21,knowledge,occupation-specific,Bingo-Terminologie,"Bingo-Ausdrücke
Bingo-Begriffe",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die beim Bingo verwendeten Begriffe, wie die Reime, die im Englischen häufig für die ausgerufenen Bingo-Zahlen verwendet werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,knowledge,cross-sector,Wartungsarbeiten,,,released,2023-06-19T15:52:36.741Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Die Erhaltung und Wiederherstellung von Produkten und Systemen sowie die Methoden und Logistik dieser Verfahren.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ccce6e5-d18b-412f-a28e-828ac6dd839b,knowledge,sector-specific,Kontrastmittel,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Stoffe, die bei bildgebenden Verfahren verwendet werden, um die Sichtbarkeit bestimmter Merkmale in Organen oder Zellen zu erhöhen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,skill/competence,cross-sector,Sicherheitsteam führen,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Planung, Organisation und Erstellung von Zeitplänen in Bezug auf die Arbeiten, Ausrüstungen und Verfahren für das beaufsichtigte Sicherheitspersonal."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdaa773-3b80-465b-bba3-46fde74816d8,skill/competence,occupation-specific,Schiffe reinigen,,,released,2022-12-05T16:58:19.65Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Reinigen von Schiffen durch Fegen, Schrubben und Wischen des Decks und anderer Bereiche."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdbf449-156a-4c7a-8011-197a485f83aa,knowledge,sector-specific,Hygienevorschriften bei der Tierfütterung,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die Gesamtheit der Vorschriften, die die Futtermittelbetriebe zur Einhaltung von Hygiene- und Rückverfolgbarkeitsanforderungen sowie zur Registrierung und Zulassung ihrer Betriebe verpflichten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdcabee-5927-4f16-9b46-0bb384782915,skill/competence,sector-specific,Entscheidungen hinsichtlich des Tierschutzes treffen,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Auswählen aus mehreren alternativen Möglichkeiten, die das Wohlbefinden des Tieres fördern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ce5720c-eab2-4d63-98aa-38f0a1c554db,skill/competence,cross-sector,Schulungen zu biomedizinischen Geräte leiten,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Schulen von Krankenhausärzten und sonstigem Personal in der ordnungsgemäßen Nutzung biomedizinischer Geräte.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ceecfd6-3256-40f6-8924-7c68011fc240,knowledge,occupation-specific,Formpressmaschinenbauteile,,,released,2016-12-20T18:18:24Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Teile der Maschine, die auf das normalerweise vorgeheizte Formmaterial einwirken, um es in Kontakt mit dem Formbereich zu pressen, z. B. der obere, bewegliche Teil der Form, der untere, nicht bewegliche Teil der Form und der Auswerfer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8c56c-4db6-4f6b-88b6-331f9902acea,skill/competence,sector-specific,Blutproben beschriften,Blutproben etikettieren,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Beschriften von Blutproben, die Patienten vorschriftsmäßig entnommen wurden, unter Angabe der Identität des Patienten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8d3d0-77c9-4252-b259-04d0c2f62ede,skill/competence,cross-sector,dämmende Verglasungselemente zusammenfügen,Isolierglaselemente zusammenbauen,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Zusammenfügen von zwei Glasscheiben mit einem Abstandshalter aus Edelstahl, Aluminium oder Strukturschaum und Auftragen von Dichtmasse, um die Glasscheiben gegen den Abstandshalter zu drücken. Bohren von Löchern in den Abstandshalter, um die Luft zu entziehen, den Raum mit Gas zu füllen oder das Vakuum zu belassen, und Versiegeln der Löcher."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfa75cf-8c07-4b9f-8106-912d2b7232bc,skill/competence,occupation-specific,Instandsetzung von Cabriodächern durchführen,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Reparieren/Ersetzen von Cabriodächern aus Vinyl oder Stoff.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfd4a53-f454-43aa-900e-c973cf5827a3,skill/competence,cross-sector,unterirdische Kabel kontrollieren,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Kontrollieren der unterirdischen Stromkabel während Installations- oder Reparaturarbeiten, um Fehler zu erkennen, das Schadenausmaß oder den Reparaturbedarf zu bewerten und eine korrekte Verlegung und Wartung sicherzustellen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d019dab-a7ab-4f22-9197-afb1fbd3d27d,skill/competence,sector-specific,bei Übersetzungsarbeiten ethischem Verhaltenskodex folgen,beim Übersetzen ethischen Grundsätzen folgen,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Erbringung von Übersetzungsarbeiten nach anerkannten Grundsätzen über richtiges und falsches Verhalten. Wahrung von Fairness, Transparenz und Unparteilichkeit. Sicherstellen, dass sich Ermessen oder persönliche Vorlieben nicht auf die Qualität der Übersetzung oder Verdolmetschung auswirken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d043734-b8a7-40bd-8e7a-c873bf9e310b,skill/competence,sector-specific,Ausrüstung für die Reproduktionsmedizin instand halten,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bedienen und Pflegen der in Reproduktionsverfahren verwendeten Ausrüstung. Sofern keine Einwegartikel verwendet werden, umfasst dies die wirksame Reinigung und Desinfektion, um die Übertragung von Krankheiten zu vermeiden und einen hohen Tierschutzstandard zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d044324-5f20-42a7-99de-a61bcf9a264d,skill/competence,cross-sector,Abfalllager untersuchen,Abfalllager inspizieren,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Untersuchen industrieller und gewerblicher Abfalllager, um zu prüfen, ob Abfallgenehmigungen vorliegen und die Ausrüstung den Vorschriften entspricht."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0454a0-2335-4908-adff-200436f95cdf,skill/competence,cross-sector,geeignete Grundierung wählen,geeigneten Grundanstrich wählen,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sorgfältiges Auswählen einer Grundierung aus dem gleichen Bereich wie die Farbe, um beim Auftragen der Farbe auf die Grundierung eine optimale Farbqualität zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0f4280-3320-4e56-a8ac-e1f536d5cef1,skill/competence,occupation-specific,sichere Zuschauerströme gewährleisten,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Gewährleisten des sicheren Zutritts zu und Verlassens einer Veranstaltung.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,skill/competence,cross-sector,integrierte Schaltkreise konstruieren,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Konstruieren und Entwerfen integrierter Schaltkreise oder Halbleiter wie Mikrochips, die in elektronischen Produkten verwendet werden. Einbauen aller notwendigen Bauteile wie Dioden, Transistoren und Widerständen. Berücksichtigen der Gestaltung von Eingangssignalen, Ausgangssignalen und Stromverfügbarkeit."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d13053b-ee35-492c-8976-8178420df398,knowledge,cross-sector,Infektionskontrolle,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Die Übertragungswege und Methoden zur Verhinderung der Ausbreitung häufig auftretender und wichtiger infektiöser Organismen sowie die Methoden zur Sterilisierung und Desinfektion von Krankheitserregern bei der Prävention von Infektionen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1532b4-b649-4089-b665-cf80debf159b,knowledge,occupation-specific,Speisen und Getränke auf der Karte,"Speisen und Getränke im Menü
Speisen und Getränke auf der Speisekarte
Essen und Getränke auf der Karte",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die Merkmale von Speisen und Getränke auf der Karte, einschließlich Zutaten, Geschmack und Zubereitungszeit."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1dad98-12d2-45b6-a1dd-6916734b1fed,skill/competence,sector-specific,Gleisstopfmaschine überwachen,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Überwachen der Gleisstopfmaschine, d. h. der Arbeitszugkomponente, die den Oberbau stopft und für optimale Stabilität sorgt. Melden etwaiger Probleme oder Ergreifen geeigneter Maßnahmen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d23d9b2-3eb0-454b-bb1a-bb5b277c98b5,skill/competence,sector-specific,Gesundheit in der Fachkrankenpflege fördern,,,released,2016-12-20T19:14:54Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Ermittlung des Gesundheitsförderungs- und Bildungsbedarfs der Patienten im Bereich der Spezialisierung und gegebenenfalls Entwicklung und Umsetzung von Strategien.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2588bb-9e02-4665-b10a-05f013fab9ad,skill/competence,occupation-specific,Musikalität demonstrieren,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Demonstrieren von Wissen, technischer Kompetenz und Sensibilität bei Musikdarbietungen unter Einsatz eines Hauptinstruments oder der Stimme."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2872f7-219c-43b0-a2cc-99f411121c03,skill/competence,cross-sector,amtliche Dokumente ausgeben,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Ausstellen und Beurkunden amtlicher Dokumente für Staatsbürger und Ausländer, wie Pässe und Urkunden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,knowledge,sector-specific,WordPress,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Die quelloffenen webbasierten Softwaresysteme, die für die Erstellung, Bearbeitung, Veröffentlichung und Archivierung von Blogs, Artikeln, Internetseiten oder Pressemitteilungen verwendet werden, die größtenteils von Nutzern mit begrenzten Kenntnissen der Webprogrammierung verwaltet werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2e2dac-e93b-4afc-8621-7b8ceb3e48f9,skill/competence,occupation-specific,Jahresfahrpläne für Schiffe entwerfen,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Entwerfen von Jahresfahrplänen für Schiffe und Pflegen dieser Fahrpläne, wenn sich Anforderungen ändern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d330bed-8206-43b3-a34b-a41da15c8d73,skill/competence,sector-specific,mechanische Anlagen auf Schiffen instand setzen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Instandsetzen mechanischer Anlagen auf Schiffen während der Fahrt. Sicherstellen, dass Fehlfunktionen des Schiffes repariert werden, ohne dass die aktuelle Fahrt beeinträchtigt wird."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,knowledge,sector-specific,Filtrationsverfahren bei Getränken,Filtrationsprozesse bei Getränken,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green","Sichere und wirtschaftliche Methode zur Entfernung von Verunreinigungen aus Lebensmitteln und zur Verlängerung ihrer Haltbarkeit. Bedeutung der Kontaminationskontrolle und der Art und Weise, wie sie zu höherwertigen Produkten, zu einer erheblichen Verringerung des Abfallaufkommens und zu einer minimalen Verderblichkeit der Erzeugnisse beiträgt."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d35de4c-96d0-4598-b9ad-8b0e766919ca,skill/competence,occupation-specific,Sockel für Produkte bauen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Herstellen des Sockels oder Podests für ein Produkt, sodass das Produkt darauf angebracht und leichter platziert werden kann."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d372e75-5ca1-483a-b930-dd495dbe22ef,skill/competence,occupation-specific,Erntewerkzeug tragen,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tragen von Arbeitsgeräten wie Leitern, kleinen Behältern oder Stoffabdeckplanen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,Englisch,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/member-skills",Die englische Sprache. Englisch ist eine Amts- und Arbeitssprache der EU.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d464155-f952-459e-92cd-308851f918f5,skill/competence,occupation-specific,Vertrauensschüler/Vertrauensschülerinnen rekrutieren,Vertrauensstudierende rekrutieren,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bewertung, Rekrutierung und Schulung neuer Vertrauensschüler, die als Bindeglied zwischen der Bildungseinrichtung und anderen Gemeinschaften fungieren."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4e180e-019f-417c-b6a6-69175c1f76d3,skill/competence,occupation-specific,bildgebende diagnostische Verfahren anwenden,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Anwenden bildgebender diagnostischer Verfahren wie Magnetresonanztomographie (MRT), um den Behandlungserfolg bei einem Patienten zu ermitteln oder eine Anomalie zu diagnostizieren."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,Malaiisch schreiben,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Verfassen schriftlicher Texte in malaiischer Sprache.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,skill/competence,sector-specific,Kostümschneider/Kostümschneiderinnen überwachen,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Koordinierung und Anleitung von Kostümschneidern beim Zeichnen, Zuschneiden und Nähen von Kostümen und Mustern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,skill/competence,sector-specific,Nahrungsniveau in der Pflanzenerde aufrechterhalten,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green",Steuern und Fördern des allgemeinen Nahrungsniveaus in der Pflanzenerde. Anwenden nachhaltiger Gartenpflegetechniken und Ergreifen von Maßnahmen zur integrierten Schädlingsbekämpfung in Gärten im Außen- und Innenbereich.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d56955d-2b6c-471f-890d-8c17ab16053b,skill/competence,sector-specific,an Freiluftschauplätzen kommunizieren,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Kommunikation mit Teilnehmern in mehr als einer Sprache der Europäischen Union; Bewältigung einer Krise anhand von Richtlinien und Anerkennung der Bedeutung eines angemessenen Verhaltens in Krisensituationen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d5850bb-8af3-42f0-85ec-488c584bc6ad,skill/competence,cross-sector,Bodenbeläge verlegen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Anbringen von Teppichen und anderen Fußbodenbelägen, indem die richtigen Messungen vorgenommen werden, das Gewebe oder Material auf die richtige Länge geschnitten und von Hand und mithilfe von Werkzeugen auf dem Fußboden befestigt wird."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d662b19-0aee-4cff-ab86-80f309b9bcb5,skill/competence,sector-specific,musiktherapeutischen Sitzungen planen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Erstellen eines Behandlungsplans, Aufzeigen möglicher Strategien und musikalischer Erfahrungen unter Berücksichtigung der Bedürfnisse des Patienten, Festlegen klarer Ziele und Vereinbaren eines Aktionsprogramms mit dem Patienten, das in regelmäßigen Abständen zu überprüfen ist."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d6ad261-4d81-4d7f-98fb-3587c25deb74,skill/competence,sector-specific,landwirtschaftspolitische Strategien fördern,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Förderung der Aufnahme landwirtschaftlicher Programme auf lokaler und nationaler Ebene zur Unterstützung der landwirtschaftlichen Entwicklung und des Nachhaltigkeitsbewusstseins.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d6fb354-ae77-4fb0-80d3-e4e52270774a,skill/competence,sector-specific,über die Auswirkungen einer Physiotherapie informieren,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bereitstellung von Informationen über therapeutische Ergebnisse und etwaige inhärente Risiken für den Patienten, wobei sicherzustellen ist, dass dieser alles versteht, sowie Handeln nach ethischen Grundsätzen und lokalen/nationalen Richtlinien, wenn der Patient nicht in der Lage ist, die Ausführungen zu verstehen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d70a43a-2708-480f-ae1d-50703eb42c34,skill/competence,occupation-specific,Filmrollen kleben,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Kleben von Filmrollen mit einer Filmklebepresse.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7bafbc-dea9-42aa-96ca-c5b8ab47417f,knowledge,sector-specific,Anamnese psychotherapeutischer Probleme von Patienten/Patientinnen,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Die Aufzeichnungen über frühere psychotherapeutische Probleme oder Erkrankungen von Patienten/Patientinnen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7dd4ac-f2f8-47e1-8ddb-fcfbb619677a,skill/competence,sector-specific,Straßenmarkierungsmaschine bedienen,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bedienen der Maschine, mit der Markierungen auf Straßen und Parkplätzen erneuert oder neu erstellt werden, um die Verkehrsordnung zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7e3b0c-3995-4953-816d-cf3c5e9ffe34,skill/competence,cross-sector,Standardarbeitsanweisungen einhalten,Standardarbeitsanweisungen einhalten,,released,2023-06-19T15:45:47.766Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Einhalten und Befolgen der Standardarbeitsanweisungen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d80a4cb-cad2-435c-b899-e0e91fda07d6,skill/competence,sector-specific,soziale Probleme vermeiden,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Vermeiden der Entwicklung sozialer Probleme, Festlegen und Durchführen von Maßnahmen zur Vermeidung sozialer Probleme und Streben nach einer Verbesserung der Lebensqualität für alle Bürger."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8177c5-e78a-4177-bafb-abef26791d30,skill/competence,sector-specific,Entwürfe auf Werkstücke zeichnen,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Zeichnen oder Anreißen von Skizzen und Entwürfen auf Werkstücke, Platten, Stempel oder Walzen. Verwenden von Kompassen, Reißnadeln, Sticheln, Bleistiften usw."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d825dfb-0e0f-469c-b0b8-05920e8468b9,knowledge,occupation-specific,soziokultureller Kontext der Tierhaltung,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Ein Bewusstsein für den menschlichen sozialen und kulturellen Kontext, in dem Tiere gehalten werden, und die Auswirkungen auf die Nutzung und Pflege von Tieren und Interaktionen zwischen Mensch und Tier."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8287f5-6c0e-421a-9e37-980d6c1a3886,knowledge,sector-specific,Verarbeitung von Fischereierzeugnissen,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Alle im Meer vorkommenden Flossen-, Krebs-, Weich- und anderen Formen aquatischen Lebens (einschließlich Kalmaren, Meeresschildkröten, Quallen, Seegurken und Seeigeln und Rogen dieser Tiere), ausgenommen Vögel oder Säugetiere, die dem Meer für den menschlichen Verzehr entnommen werden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d87af20-e2fe-4303-ac80-337e5266b242,skill/competence,occupation-specific,an den technischen Aspekten der Produktion teilnehmen,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Sicherstellen, dass alle technischen Aspekte der Produktion vorhanden sind. Bedienen der technischen Elemente im Studio. Beobachten und Überprüfen der technischen Aspekte von Aufführungen. Unterstützen oder Vertreten des technischen Personals oder Produktionsteams. Überprüfen, ob Kostüme und Requisiten verfügbar und in gutem Zustand sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8bab71-4438-4c81-9843-d38e127f99e1,skill/competence,sector-specific,Vertreter und Vertreterinnen anderer Länder unterstützen,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Unterstützung anderer Einrichtungen oder Organisationen, die als nationale Vertreter in einem anderen Land auftreten, wie Kulturinstitute, Schulen und andere Organisationen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,skill/competence,sector-specific,neue Kunden ausfindig machen,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Einleiten von Maßnahmen, um neue und interessante Kunden zu gewinnen. Einholen von Empfehlungen und Referenzen, Ermitteln der Orte, an denen sich potenzielle Kunden aufhalten."
